SBD,Sở GD,Toán,Văn,Sử,Địa,Lí,Hóa,Sinh,Ngoại ngữ,GDCD,Năm thi
02003605,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.25,8,7.75,,,,8,8.75,2022
02003606,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.5,6.25,6,,,,9,6.75,2022
02003607,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7,,,7,8.75,6,6.8,,2022
02003608,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.5,6.75,6.5,,,,9.4,8,2022
02003609,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6,,,7.5,8.25,5,7,,2022
02003610,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.5,,,7,7.75,4.25,6.4,,2022
02003611,Sở GD&ĐT Thành Phố Hồ Chí Minh,3.4,6.25,6,4.75,,,,7,7.5,2022
02003612,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.5,,,7,7.25,3.25,5.8,,2022
02003613,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.75,,,7,6,3.5,7,,2022
02003614,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7,,,6,7.5,5,6,,2022
02003615,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7,,,5,6.5,4.5,7.2,,2022
02003616,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.5,,,8,5,4.25,8.4,,2022
02003617,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,7,9,8.25,,,,8.8,9.75,2022
02003618,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.75,,,3.75,7.5,4.5,5.2,,2022
02003619,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,5.5,5.75,5.5,,,,7,7.25,2022
02003620,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,5.5,,,3.75,6.5,3,4,,2022
02003621,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.5,9.25,8.75,,,,8,9.75,2022
02003622,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.5,5.75,7.25,,,,8.6,8.5,2022
02003623,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.5,8.5,7.5,,,,8.6,9.25,2022
02003624,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.25,,,5.25,4.75,4.75,6.8,,2022
02003625,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,5,7.75,6.5,,,,8.6,7,2022
02003626,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.42,5.25,6,,,,6.4,7.75,2022
02003627,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.5,7.25,6.75,,,,4.4,8.75,2022
02003628,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,8,9,8.5,,,,8,8.25,2022
02003629,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.2,5.75,6.25,6.5,,,,7.4,7.5,2022
02003630,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7,,,6.75,7.25,3,7.8,,2022
02003631,Sở GD&ĐT Thành Phố Hồ Chí Minh,3.8,5.5,8.75,8.5,,,,8,8.75,2022
02003632,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.5,,,5.25,5,6.5,6.8,,2022
02003633,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.2,7,8.5,7.75,,,,6.2,9,2022
02003634,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,5.5,,,6.75,7.25,5.5,3.6,,2022
02003636,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6,6.25,6.25,,,,,7,2022
02003637,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,4.75,6.75,7.5,,,,7.2,7.5,2022
02003638,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6,,,3.5,7.5,8.25,2.8,,2022
02003639,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7,,,6.5,7.5,4.25,7.4,,2022
02003640,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6,,,5,7,3.25,6.2,,2022
02003641,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,5.75,,,7,7.75,3.75,8.6,,2022
02003642,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.2,6.25,8.75,8.25,,,,8.4,7,2022
02003643,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6,,,5.75,8.5,8.25,9.4,,2022
02003644,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,5.5,,,4.5,3.5,4,7.8,,2022
02003645,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,4.75,4,6.75,,,,4,8.5,2022
02003646,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.5,,,3.25,7.75,3.25,7.2,,2022
02003647,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.25,,,6.25,6.75,3,4.4,,2022
02003648,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,5.75,7.75,8.75,,,,6.2,9.5,2022
02003649,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.5,7.75,7.5,,,,8,8.75,2022
02003650,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.5,,,6,6.25,3.25,6.2,,2022
02003651,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5.75,,,8.75,6.5,4.75,8.6,,2022
02003652,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,5.75,6.5,6.25,,,,7.4,7.5,2022
02003653,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,5.25,,,5,3.5,4.25,7.2,,2022
02003654,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.5,,,7.75,5.75,5.75,8.2,,2022
02003655,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,3.75,,,4.5,5.75,4.25,5.4,,2022
02003656,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.5,,,7.75,7.5,5,5.2,,2022
02003657,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6,,,5.75,7.25,5.25,7.6,,2022
02003658,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,5,,,3.5,3.75,6.5,8,,2022
02003659,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,5.25,6.5,6,,,,4.2,8.5,2022
02003660,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6,,,7,7.75,5.75,8.4,,2022
02003661,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6,,,7,6.5,5.25,9,,2022
02003662,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.5,6.5,8.25,,,,5.6,8.75,2022
02003663,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.5,,,7.5,6,4.5,9,,2022
02003664,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,6.5,7.25,7.5,,,,7.6,8.75,2022
02003665,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.25,,,4.25,7,3.5,2.8,,2022
02003666,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.75,,,5.75,5.5,3.25,7.2,,2022
02003667,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7,5.5,6.5,,,,8.8,8,2022
02003668,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5.75,4.25,5.5,,,,5.8,6.75,2022
02003669,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.75,,,6,5.5,4.75,5.4,,2022
02003670,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.75,5.75,6,,,,8.2,9,2022
02003671,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.25,,,7,5.5,4.25,8.6,,2022
02003672,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7.25,,,7,8.5,5.25,7.6,,2022
02003673,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.5,7,8.5,,,,6.6,9.5,2022
02003674,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,5.75,7.5,5.75,,,,8.8,9.25,2022
02003675,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.67,,,8.75,6.5,6,9.8,,2022
02003676,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.25,,,6.75,8.25,3.25,6.2,,2022
02003677,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,8.5,,,7.25,7.75,5.5,9.4,,2022
02003678,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.75,,,6.25,6.5,4.75,6.4,,2022
02003679,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6,,,4.75,5.5,3.25,4.2,,2022
02003680,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.5,,,5.25,4.25,3.25,7,,2022
02003681,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7,,,3.5,8.25,6.5,8.4,,2022
02003682,Sở GD&ĐT Thành Phố Hồ Chí Minh,3.8,6.25,,,3,2.5,2.75,5.2,,2022
02003683,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,8.25,,,6.25,7.75,7,6.6,,2022
02003684,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.5,6.75,7.25,,,,8.4,9.25,2022
02003685,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7.25,6,6.75,,,,6.4,7.5,2022
02003686,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.75,7,8,,,,8.4,10,2022
02003687,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,6.75,5.75,7.25,,,,6.6,8.75,2022
02003688,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,6.25,5.25,7,,,,3.2,7.5,2022
02003689,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,6.5,6.5,6.5,,,,4.8,8.25,2022
02003690,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.75,8.25,8.5,,,,7.6,9,2022
02003691,Sở GD&ĐT Thành Phố Hồ Chí Minh,3.8,6.5,3.25,6.25,,,,3.6,7.5,2022
02003692,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,4,,,6.75,9,3.75,4,,2022
02003693,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,8,6.75,8,,,,8.6,8.75,2022
02003694,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.25,,,6,7,5,7.4,,2022
02003695,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.25,,,7.5,7.25,4.5,8.6,,2022
02003696,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7,,,4.25,5,4,8.6,,2022
02003697,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.25,7,7,,,,6.4,8.75,2022
02003698,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.5,9.25,8.5,,,,7.8,8.5,2022
02003699,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.5,8,8.25,,,,7.4,8.75,2022
02003700,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.5,5,7,,,,4.4,8.25,2022
02003701,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,8.25,7.5,7.25,,,,8.8,7.75,2022
02003702,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.75,,,8.25,8.5,4.5,8.4,,2022
02003703,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7,8.5,8.25,,,,6.6,9.25,2022
02003704,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6,3.75,5.5,,,,8.2,8.75,2022
02003705,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.25,8,8,,,,8.2,8.25,2022
02003706,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.5,,,7.25,6,4.5,7.6,,2022
02003707,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,,,7.25,7.25,6.75,8,,2022
02003708,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,8.25,6.75,7.75,,,,6.8,9,2022
02003709,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5,5.25,7.75,,,,4.4,8.25,2022
02003710,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.75,,,5.75,7,4.5,4.8,,2022
02003711,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,8,,,6.75,8.5,6.75,5.6,,2022
02003712,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,7.75,5.75,7,,,,3.8,8.25,2022
02003713,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.75,6.5,5.75,,,,6.4,8.25,2022
02003714,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.25,,,5,3,4,4.8,,2022
02003715,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7,,,6.5,4.75,4.75,4,,2022
02003716,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.25,,,7.75,8.25,8.25,9.2,,2022
02003717,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.5,,,8.25,4.25,3.75,,,2022
02003718,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.25,,,6.5,5.25,3.5,5.8,,2022
02003719,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.5,7,8.25,,,,4,8.75,2022
02003720,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.5,,,8,7.75,4.25,9,,2022
02003721,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.5,,,6.75,6.5,4.25,9.4,,2022
02003722,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.25,,,7.75,8.75,4.5,5.4,,2022
02003723,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,5.75,,,7.5,7.75,4,6.4,,2022
02003724,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.5,,,8.25,4.75,4.75,7.2,,2022
02003725,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.25,8.5,7,,,,9,7.75,2022
02003726,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.25,,,5,5.5,4.25,7.4,,2022
02003727,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5,,,7,3,2.25,7.4,,2022
02003728,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.75,,,8,6.25,3.25,8,,2022
02003729,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5.25,,,5.75,6.25,5,4.6,,2022
02003730,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,,,8,7.75,5.5,8.4,,2022
02003731,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.5,,,3,8.25,5.25,6.2,,2022
02003732,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.25,,,6.75,8.75,4.75,6.2,,2022
02003733,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,5.25,,,5.75,4.75,4,9.4,,2022
02003734,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6.5,7,7,,,,3.4,9,2022
02003735,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6,,,4.5,6,4,9.2,,2022
02003736,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,7,,,5.5,6.75,5.5,5.6,,2022
02003737,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.4,5,4.75,7.75,,,,3.2,8.75,2022
02003738,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.5,8,8.75,,,,7.8,9.5,2022
02003739,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,5.25,,,5.75,7.5,3.25,4.6,,2022
02003740,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,4.75,,,4.5,5.75,3.5,6.8,,2022
02003741,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.75,,,4.5,5.5,5,6.2,,2022
02003742,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,3.5,,,6.75,7.75,5,7,,2022
02003743,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,6.5,6.25,5.75,,,,6.8,7.75,2022
02003744,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6,7.25,6.75,,,,8.6,6.5,2022
02003745,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,4.5,,,6,4.75,4.25,8.8,,2022
02003746,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,5.25,,,7,8.5,4.5,7.2,,2022
02003747,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,5,,,5.5,4.5,4,8,,2022
02003748,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,5.75,,,6.5,4.75,3.25,8.2,,2022
02003749,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,5.5,,,6.75,7.5,3.5,5.8,,2022
02003750,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,5.5,6.25,6,,,,6.2,7.75,2022
02003751,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.5,6.25,5.75,,,,7,7.75,2022
02003752,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.25,,,7,5,6.5,7.4,,2022
02003753,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.75,,,6.5,6,7.5,7.4,,2022
02003754,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.25,8.25,7.5,,,,8.4,9,2022
02003755,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,6.25,6.75,,,,6.6,8.25,2022
02003756,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,4.75,,,7.5,3.75,4,7,,2022
02003757,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,5.25,,,8.5,7.25,6.25,7.6,,2022
02003758,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.25,6.75,7,,,,8.6,8.75,2022
02003759,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.5,6.75,6.5,,,,7.8,9,2022
02003760,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7,7.75,7.75,,,,7.2,9.5,2022
02003761,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,8,8.25,8.25,,,,7.6,9.25,2022
02003762,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,5.75,,,5,4.75,3.25,7.2,,2022
02003763,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6,,,8,6.5,6.25,8.4,,2022
02003764,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.5,,,7.5,6.25,5,8.4,,2022
02003765,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,5.5,4.25,4.5,,,,9.2,6,2022
02003766,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,4.75,,,6.75,3.75,4.25,8.6,,2022
02003767,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.25,7.25,6.25,,,,4,9,2022
02003768,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.5,7.5,7.25,,,,5.6,8.5,2022
02003769,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.25,,,5.5,5.25,6,6,,2022
02003770,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.75,7.75,7.25,,,,8.4,9,2022
02003771,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,7,,,5.75,5.5,3.5,3.2,,2022
02003772,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7,,,6,6.25,4.5,7.6,,2022
02003773,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.5,7.5,7.25,,,,9.2,9.25,2022
02003774,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.25,6.5,6.5,,,,8.4,8,2022
02003775,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.75,,,7.25,7,5.75,6.4,,2022
02003776,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.25,6.25,6.25,,,,4.2,8.5,2022
02003777,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.5,,,7.75,7.75,4.75,7.4,,2022
02003778,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,8,,,6.5,7.5,4.5,8.6,,2022
02003779,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.75,2.75,6.75,,,,8,7.75,2022
02003780,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.25,,,6.5,6,4,8.8,,2022
02003781,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.75,,,6,6,4.5,6.6,,2022
02003782,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.75,,,6,8,5,8,,2022
02003783,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.5,6.25,6.75,,,,6.2,7,2022
02003784,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.25,6.25,5.5,,,,7.6,9,2022
02003785,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.75,,,7,6.25,4.5,7.4,,2022
02003786,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,5.75,,,6.25,5,4.5,8.4,,2022
02003787,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.75,,,6.75,8.75,5.75,7,,2022
02003788,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.92,4.25,5.25,,,,6.8,8.25,2022
02003789,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,5.5,,,7.25,7.5,4.75,6,,2022
02003790,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,8,7,7,,,,8.8,7.5,2022
02003791,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.83,,,6.5,6.5,3.25,5,,2022
02003792,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.25,,,5.75,5.75,3.75,5.6,,2022
02003793,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6,5.75,6.25,,,,8,8.5,2022
02003794,Sở GD&ĐT Thành Phố Hồ Chí Minh,9,6.5,,,6.25,5.75,5,8.4,,2022
02003795,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7,8.5,7.75,,,,7.2,8.75,2022
02003796,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.25,4.75,5.5,,,,7.4,8,2022
02003797,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,8,7.25,7.25,,,,9.2,8.25,2022
02003798,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.25,,,6,7.75,4.75,7.8,,2022
02003799,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6,6.75,6.5,,,,4.6,8.5,2022
02003800,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6,,,8.5,4,5.5,9.2,,2022
02003801,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.75,,,6.5,6.75,6,5,,2022
02003802,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5.5,,,3.75,5.75,3,6.2,,2022
02003803,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.75,,,5.25,5.75,5,5.4,,2022
02003804,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6,,,7.5,3.5,4.25,7,,2022
02003805,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,8.25,,,7,8,6.75,8.2,,2022
02003806,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7,,,5.5,2.25,4.75,8.2,,2022
02003807,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,5.5,,,5.25,7.5,6.25,8.6,,2022
02003808,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.6,6.17,5,5,,,,5.4,7.75,2022
02003809,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5,,,5.25,5.25,4.25,5.2,,2022
02003810,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.25,,,8,8.5,4.25,8,,2022
02003811,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.5,6.75,7.25,,,,7.4,7.75,2022
02003812,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6,5.5,5.75,,,,4.6,9,2022
02003813,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,4.25,,,4.75,5.5,5,6.8,,2022
02003814,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.75,,,7.25,7,3.75,9.2,,2022
02003815,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,4.75,,,5.25,4.25,6,8.8,,2022
02003816,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.75,8,6.5,,,,9.2,9.25,2022
02003817,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7.75,7.75,6.75,,,,5.6,7.75,2022
02003818,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7,,,4.25,7.25,5.75,5,,2022
02003819,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,5.75,,,5,7.5,6.75,7.8,,2022
02003820,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,5.75,,,3.75,5.25,4.5,5.8,,2022
02003821,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,5.75,,,7.75,6.25,5.75,8.8,,2022
02003822,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5,,,7.25,6,4.75,9,,2022
02003823,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.75,7,6,,,,7.8,7.5,2022
02003824,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,4,,,6.25,7.75,7,7.8,,2022
02003825,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,5.75,,,6.5,4.25,5.5,9.4,,2022
02003826,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.25,7.5,7.5,,,,8.6,9.25,2022
02003827,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.75,8.25,7.75,,,,8.4,8.5,2022
02003828,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,8,6,7.25,,,,8.6,9.25,2022
02003829,Sở GD&ĐT Thành Phố Hồ Chí Minh,9,6.75,,,7.5,8.75,6,7.2,,2022
02003830,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.25,,,7,8,3.75,8.2,,2022
02003831,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.75,,,4.75,8.75,8.5,8.6,,2022
02003832,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,8,,,7.75,8.25,6.25,9.2,,2022
02003833,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.75,,,8.25,6,5.5,9.2,,2022
02003834,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.25,6.75,6.5,,,,8.2,8.25,2022
02003835,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.25,,,4.75,7.75,7.75,8.2,,2022
02003836,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.75,,,5.75,8,9,7.4,,2022
02003837,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.75,8,7.75,,,,8.6,8.75,2022
02003838,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7,,,7.25,6.75,4,8.4,,2022
02003839,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.75,8.75,7,,,,8.4,8,2022
02003840,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7,,,8.25,7.5,6,9.6,,2022
02003841,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.5,,,4.25,7.75,3,8.4,,2022
02003842,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7,,,7.25,6.75,6,9,,2022
02003843,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,5,,,6.75,8.25,6,7,,2022
02003844,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,5.75,,,8.5,7.75,4,9,,2022
